"Plot Title: MD_e1_7Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349969, SEN S/N: 10349969)","Intensity, Lux (LGR S/N: 10349969, SEN S/N: 10349969)","Coupler Attached (LGR S/N: 10349969)","Host Connected (LGR S/N: 10349969)","Stopped (LGR S/N: 10349969)","End Of File (LGR S/N: 10349969)"
428,06/25/21 05:00:00,9.669,193.8,,,,
429,06/25/21 06:00:00,9.669,613.5,,,,
430,06/25/21 07:00:00,9.866,1141.0,,,,
431,06/25/21 08:00:00,9.866,2152.8,,,,
432,06/25/21 09:00:00,9.768,2238.9,,,,
433,06/25/21 10:00:00,9.768,5166.7,,,,
434,06/25/21 11:00:00,9.768,2927.8,,,,
435,06/25/21 12:00:00,9.866,4305.6,,,,
436,06/25/21 13:00:00,9.866,688.9,,,,
437,06/25/21 14:00:00,9.571,796.5,,,,
438,06/25/21 15:00:00,9.669,559.7,,,,
439,06/25/21 16:00:00,9.472,333.7,,,,
440,06/25/21 17:00:00,9.472,172.2,,,,
441,06/25/21 18:00:00,9.571,183.0,,,,
442,06/25/21 19:00:00,9.571,3272.2,,,,
443,06/25/21 20:00:00,9.866,4133.4,,,,
444,06/25/21 21:00:00,9.768,861.1,,,,
445,06/25/21 22:00:00,9.669,452.1,,,,
446,06/25/21 23:00:00,9.669,96.9,,,,
447,06/26/21 00:00:00,9.571,32.3,,,,
448,06/26/21 01:00:00,9.472,0.0,,,,
449,06/26/21 02:00:00,9.373,0.0,,,,
450,06/26/21 03:00:00,9.275,75.3,,,,
451,06/26/21 04:00:00,9.176,96.9,,,,
452,06/26/21 05:00:00,9.077,236.8,,,,
453,06/26/21 06:00:00,9.176,731.9,,,,
454,06/26/21 07:00:00,9.176,452.1,,,,
455,06/26/21 08:00:00,9.275,2152.8,,,,
456,06/26/21 09:00:00,9.373,2927.8,,,,
457,06/26/21 10:00:00,9.472,5338.9,,,,
458,06/26/21 11:00:00,9.571,6544.5,,,,
459,06/26/21 12:00:00,9.768,6544.5,,,,
460,06/26/21 13:00:00,9.965,8611.2,,,,
461,06/26/21 14:00:00,10.259,13089.0,,,,
462,06/26/21 15:00:00,10.553,14466.8,,,,
463,06/26/21 16:00:00,10.553,10677.8,,,,
464,06/26/21 17:00:00,10.651,6200.0,,,,
465,06/26/21 18:00:00,10.748,8266.7,,,,
466,06/26/21 19:00:00,10.748,4305.6,,,,
467,06/26/21 20:00:00,10.748,3616.7,,,,
468,06/26/21 21:00:00,10.651,1636.1,,,,
469,06/26/21 22:00:00,10.651,968.8,,,,
470,06/26/21 23:00:00,10.553,376.7,,,,
471,06/27/21 00:00:00,10.553,139.9,,,,
472,06/27/21 01:00:00,10.455,53.8,,,,
473,06/27/21 02:00:00,10.455,64.6,,,,
474,06/27/21 03:00:00,10.357,139.9,,,,
475,06/27/21 04:00:00,10.455,419.8,,,,
476,06/27/21 05:00:00,10.455,1463.9,,,,
477,06/27/21 06:00:00,10.455,4477.8,,,,
478,06/27/21 07:00:00,10.651,5338.9,,,,
479,06/27/21 08:00:00,10.846,4477.8,,,,
480,06/27/21 09:00:00,10.846,6544.5,,,,
481,06/27/21 10:00:00,10.944,9300.1,,,,
482,06/27/21 11:00:00,11.236,12400.1,,,,
483,06/27/21 12:00:00,11.236,10333.4,,,,
484,06/27/21 13:00:00,11.236,8266.7,,,,
485,06/27/21 14:00:00,11.528,12400.1,,,,
